id	data_size	infer_time	accuracy	
98716	120.311	78.914	0.679	
98839	170.0	96.74	0.663	
98853	233.334	62.838	0.602	
99024	132.708	95.744	1.0	
99039	225.508	99.71	0.396	
99053	232.278	89.783	0.359	
99054	190.31	62.859	0.574	
99114	116.393	91.934	0.604	
99182	105.155	90.731	0.614	
99242	103.885	89.737	1.0	
99428	218.429	95.915	0.406	
99810	53.599	91.754	0.579	
100238	223.659	96.716	0.751	
100274	204.502	90.88	0.327	
100283	218.596	97.713	0.56	
100428	164.355	96.766	0.349	
100489	178.467	66.821	1.0	
100510	138.254	92.753	0.648	
100582	239.665	91.754	0.337	
100624	80.279	91.731	0.311	
100723	157.48	90.936	0.45	
101022	227.924	65.799	-1.0	
101068	233.362	92.758	1.0	
101420	117.232	96.835	1.0	
101762	113.184	96.741	1.0	
101780	202.478	66.822	0.9	
